Id,in_degree,out_degree,in_strength_total,out_strength_total,in_strength_count,out_strength_count
75366,0,1,0.0,1500.0,0,3
75367,0,1,0.0,500.0,0,2
75368,0,1,0.0,249.0,0,1
75369,0,1,0.0,1038.86,0,1
75370,0,1,0.0,2245.23,0,1
75371,0,1,0.0,14280.0,0,2
75372,0,1,0.0,53703.63,0,1
383939,2,2,63703.63,63100.0,2,3
75373,0,1,0.0,400.0,0,1
75374,0,1,0.0,356.19,0,1
75375,0,1,0.0,5462.0,0,2
75376,0,1,0.0,3179.1,0,1
75377,0,1,0.0,14579.63,0,5
350250,2,12,23179.629999999997,26678.25,9,19
75378,0,1,0.0,99.49,0,1
75379,0,1,0.0,200.0,0,1
75380,0,1,0.0,3720.0,0,2
366911,2,0,4122.34,0.0,4,0
75381,0,1,0.0,2084.0,0,1
75382,0,1,0.0,4908.0,0,1
75383,0,1,0.0,119.0,0,1
75384,0,1,0.0,188.98,0,1
75385,0,1,0.0,1054.54,0,1
75386,0,1,0.0,96.0,0,3
75387,0,1,0.0,837.0,0,3
75388,0,1,0.0,1300.0,0,2
75389,0,1,0.0,1050.0,0,3
75390,0,1,0.0,1037.0,0,3
75391,0,1,0.0,4555.48,0,1
75392,0,1,0.0,525000.0,0,2
75393,0,1,0.0,1503.64,0,2
75394,0,1,0.0,180.0,0,1
75395,0,1,0.0,161.7,0,1
75396,0,1,0.0,905.0,0,3
75397,0,1,0.0,1378.0,0,1
75398,0,1,0.0,332.0,0,3
75399,0,1,0.0,253.0,0,1
361681,3,5,10303.0,14866.25,11,9
75400,0,2,0.0,6794.63,0,4
384908,1,0,200.0,0.0,1,0
75401,0,1,0.0,7800.0,0,3
352323,1,0,7800.0,0.0,3,0
75402,0,2,0.0,3000.0,0,6
75403,0,1,0.0,20.0,0,1
75404,0,1,0.0,1000.0,0,1
75405,0,1,0.0,121.0,0,1
75406,0,1,0.0,20772.63,0,4
75407,0,1,0.0,1490.0,0,2
75408,0,1,0.0,600.0,0,3
75409,0,1,0.0,45.0,0,1
354388,3,5,15715.0,4968.0,3,5
75410,0,1,0.0,450.0,0,1
75411,0,1,0.0,9027.35,0,2
75412,0,1,0.0,2419.35,0,1
75413,0,1,0.0,443.41,0,1
75414,0,1,0.0,1092.18,0,1
75415,0,1,0.0,9400.0,0,1
75416,0,1,0.0,897.0,0,2
75417,0,1,0.0,408.83,0,1
75418,0,1,0.0,2941.0,0,2
75419,0,1,0.0,450.0,0,1
75420,0,1,0.0,2577.5,0,2
75421,0,1,0.0,340.0,0,1
75422,0,1,0.0,98.1,0,1
75423,0,1,0.0,7500.0,0,1
75424,0,1,0.0,1135.0,0,3
75425,0,4,0.0,3873.4,0,6
75426,0,1,0.0,4500.0,0,1
75427,0,1,0.0,1157.47,0,3
75428,0,1,0.0,35.0,0,1
75429,0,1,0.0,476.33,0,1
75430,0,1,0.0,1200.0,0,1
377876,1,0,1200.0,0.0,1,0
75431,0,1,0.0,1847.52,0,1
75432,0,1,0.0,3634.27,0,3
75433,0,1,0.0,908.0,0,2
75434,0,1,0.0,40.0,0,1
75435,0,1,0.0,200.0,0,1
349386,1,0,200.0,0.0,1,0
75436,0,1,0.0,15537.25,0,1
75437,0,1,0.0,5661.26,0,1
75438,0,1,0.0,57.73,0,1
75439,0,1,0.0,212168.0,0,1
75440,0,1,0.0,300.0,0,1
75441,0,1,0.0,1642.5,0,2
75442,0,1,0.0,312.0,0,3
75443,0,1,0.0,250.0,0,1
75444,0,1,0.0,816.54,0,1
75445,0,2,0.0,800.0,0,4
75446,0,1,0.0,699.51,0,1
75447,0,1,0.0,906.6,0,1
75448,0,1,0.0,48342.0,0,1
75449,0,1,0.0,2056.4,0,2
75450,0,1,0.0,50.0,0,1
75451,0,1,0.0,773.0,0,1
75452,0,1,0.0,250.0,0,1
75453,0,1,0.0,40000.0,0,1
378575,1,3,40000.0,1310.0,1,3
75454,0,1,0.0,600.0,0,1
349422,4,3,4724.98,5776.21,5,4
75455,0,1,0.0,800.0,0,1
75456,0,1,0.0,1.34,0,1
75457,0,1,0.0,1800.0,0,2
75458,0,1,0.0,1963.25,0,3
75459,0,1,0.0,86.72,0,1
373627,3,12,22573.6,26777.0,4,31
75460,0,1,0.0,58320.65,0,2
75461,0,1,0.0,200.0,0,1
75462,0,1,0.0,500.0,0,1
75463,0,2,0.0,986.4,0,2
354167,3,2,103138.04,106647.0,7,6
75464,0,1,0.0,300.0,0,1
75465,0,1,0.0,11858.36,0,2
75466,0,1,0.0,34203.26,0,5
75467,0,1,0.0,675.0,0,3
75468,0,2,0.0,133210.83000000002,0,9
75469,0,1,0.0,513.51,0,2
75470,0,1,0.0,1000.0,0,2
75471,0,1,0.0,1025.0,0,1
75472,0,1,0.0,1025.0,0,1
75473,0,1,0.0,117.35,0,1
75474,0,1,0.0,78.62,0,1
75475,0,1,0.0,2333.6,0,2
75476,0,1,0.0,477350.0,0,1
75477,0,1,0.0,204.0,0,2
75478,0,1,0.0,3468.7,0,1
75479,0,1,0.0,226.0,0,1
75480,0,1,0.0,150.0,0,1
75481,0,1,0.0,104.0,0,1
75482,0,1,0.0,800.0,0,4
75483,0,3,0.0,3765.0,0,5
75484,0,3,0.0,31589.46,0,6
75485,0,1,0.0,1580.0,0,1
75486,0,1,0.0,2150.0,0,1
75487,0,1,0.0,292.0,0,1
75488,0,1,0.0,600.0,0,2
75489,0,1,0.0,1035.0,0,3
75490,0,1,0.0,128.0,0,1
75491,0,1,0.0,60.0,0,1
355617,6,9,1794.0,4831.0,7,14
75492,0,1,0.0,615.0,0,3
75493,0,1,0.0,21151.06,0,1
75494,0,1,0.0,3593.49,0,2
75495,0,1,0.0,3759.0,0,3
75496,0,1,0.0,210.0,0,1
75497,0,1,0.0,2000.0,0,1
75498,0,1,0.0,900.0,0,1
75499,0,1,0.0,456.92,0,1
75500,0,1,0.0,1845.88,0,2
75501,0,1,0.0,195.0,0,2
75502,0,1,0.0,361.62,0,2
75503,0,2,0.0,1717.0,0,4
75504,0,1,0.0,250.0,0,1
75505,0,1,0.0,1069.9,0,1
75506,0,1,0.0,2975.0,0,1
75507,0,1,0.0,25170.0,0,1
75508,0,1,0.0,10.0,0,1
75509,0,6,0.0,76737.98,0,8
359238,1,0,1000.0,0.0,1,0
75510,0,1,0.0,50.0,0,1
75511,0,4,0.0,2126.5,0,4
363920,15,10,159050.07999999996,41569.84,36,23
75512,0,1,0.0,462.73,0,1
75513,0,1,0.0,14300.0,0,4
75514,0,1,0.0,150.0,0,3
75515,0,1,0.0,103845.03,0,4
75516,0,1,0.0,131210.24,0,1
75517,0,1,0.0,1913.97,0,7
75518,0,1,0.0,2000.0,0,1
75519,0,1,0.0,220.0,0,1
75520,0,2,0.0,75915.13,0,5
351672,2,2,114000.0,17101.9,2,2
75521,0,1,0.0,70.0,0,1
75522,0,1,0.0,640.4,0,3
75523,0,1,0.0,353.34,0,1
75524,0,1,0.0,156.02,0,1
75525,0,1,0.0,150.0,0,1
75526,0,1,0.0,100.0,0,1
75527,0,1,0.0,68955.35,0,6
75528,0,1,0.0,4600.0,0,2
376861,3,1,9704.0,10800.0,5,1
75529,0,1,0.0,719.21,0,1
75530,0,1,0.0,1023403.07,0,5
363598,9,140,2733040.5199999996,3812240.6700000004,30,412
75531,0,1,0.0,63.07,0,1
75532,0,1,0.0,75.76,0,1
75533,0,1,0.0,1268.86,0,3
75534,0,1,0.0,650.0,0,1
75535,0,1,0.0,48.75,0,1
374990,1,0,48.75,0.0,1,0
75536,0,1,0.0,14624.0,0,1
75537,0,1,0.0,108.67,0,3
75538,0,1,0.0,600.0,0,1
356639,2,4,6644.13,45087.759999999995,11,4
75539,0,1,0.0,583.91,0,2
75540,0,1,0.0,3500.0,0,2
75541,0,1,0.0,62.0,0,3
75542,0,1,0.0,2400.0,0,1
355012,2,4,2561.98,2090.69,2,5
75543,0,1,0.0,150.0,0,1
75544,0,1,0.0,9708.27,0,2
75545,0,1,0.0,8802.0,0,2
75546,0,1,0.0,100.0,0,1
75547,0,1,0.0,90.99,0,3
75548,0,1,0.0,31835.85,0,1
75549,0,1,0.0,364.0,0,1
75550,0,1,0.0,787.0,0,1
75551,0,1,0.0,350.0,0,3
75552,0,1,0.0,525.0,0,2
75553,0,1,0.0,2635.96,0,2
75554,0,1,0.0,3211.0,0,2
75555,0,1,0.0,952.0,0,1
75556,0,1,0.0,1000.0,0,1
75557,0,1,0.0,17150.0,0,1
75558,0,1,0.0,120.0,0,1
75559,0,1,0.0,2866.57,0,1
75560,0,1,0.0,170.0,0,1
75561,0,1,0.0,3021.76,0,1
75562,0,1,0.0,203.25,0,1
75563,0,1,0.0,3001.33,0,1
75564,0,1,0.0,275.0,0,1
75565,0,1,0.0,31806.57,0,1
75566,0,1,0.0,2179.13,0,1
75567,0,1,0.0,484.0,0,3
75568,0,1,0.0,165.0,0,1
75569,0,1,0.0,584.62,0,1
75570,0,1,0.0,180.0,0,1
75571,0,3,0.0,12825.22,0,3
380958,2,0,7334.0,0.0,2,0
75572,0,1,0.0,335.16,0,3
75573,0,1,0.0,160.65,0,1
75574,0,1,0.0,1347.0,0,3
75575,0,1,0.0,2085.0,0,3
75576,0,1,0.0,3850.0,0,1
355360,3,0,26050.0,0.0,6,0
75577,0,1,0.0,3600.0,0,3
347218,1,0,3600.0,0.0,3,0
75578,0,4,0.0,1200.0,0,5
75579,0,1,0.0,168.0,0,1
75580,0,1,0.0,2650.0,0,1
75581,0,1,0.0,4145.19,0,1
75582,0,1,0.0,103246.0,0,1
75583,0,1,0.0,214.2,0,2
75584,0,1,0.0,99.92,0,1
75585,0,1,0.0,679.0,0,1
75586,0,1,0.0,9.01,0,2
75587,0,1,0.0,128.6,0,1
75588,0,1,0.0,1493.0,0,1
75589,0,1,0.0,634.0,0,2
75590,0,1,0.0,93.0,0,1
75591,0,1,0.0,300.0,0,1
75592,0,1,0.0,595.0,0,1
375316,5,5,28563.34,4923.6,10,14
75593,0,1,0.0,864.0,0,3
75594,0,1,0.0,3467.0,0,4
75595,0,1,0.0,8010.0,0,1
75596,0,2,0.0,334.98,0,2
75597,0,1,0.0,274.25,0,1
75598,0,3,0.0,80142.5,0,10
366484,1,3,59900.0,14258.0,4,5
380307,2,0,3330.0,0.0,5,0
380303,2,2,18192.5,30045.28,4,2
75599,0,1,0.0,380.0,0,1
75600,0,1,0.0,3810.0,0,3
75601,0,1,0.0,500.0,0,1
75602,0,1,0.0,3504.47,0,3
75603,0,1,0.0,4840.0,0,1
75604,0,1,0.0,1200.0,0,3
75605,0,1,0.0,200.0,0,1
75606,0,1,0.0,556.0,0,3
75607,0,1,0.0,43554.71000000001,0,7
375595,1,1,43554.71000000001,500.0,7,1
75608,0,1,0.0,170.0,0,1
75609,0,1,0.0,1926.4500000000005,0,3
75610,0,1,0.0,516.86,0,1
75611,0,1,0.0,4814.0,0,7
75612,0,1,0.0,564.0,0,2
75613,0,1,0.0,4090.73,0,1
75614,0,1,0.0,640.0,0,1
75615,0,1,0.0,8092.0,0,1
75616,0,1,0.0,74.25,0,1
75617,0,1,0.0,94.51,0,3
75618,0,1,0.0,329.84000000000003,0,2
75619,0,1,0.0,19479.56,0,2
75620,0,1,0.0,500.0,0,1
75621,0,1,0.0,132.0,0,1
75622,0,1,0.0,238.0,0,1
75623,0,1,0.0,242.92,0,1
385005,2,1,542.92,100.0,2,1
75624,0,1,0.0,22000.0,0,1
75625,0,2,0.0,18612.46,0,2
75626,0,1,0.0,75.0,0,1
75627,0,1,0.0,1000.0,0,1
75628,0,1,0.0,4510.639999999999,0,3
75629,0,1,0.0,339.9,0,1
75630,0,1,0.0,8843.16,0,1
75631,0,1,0.0,450.0,0,1
75632,0,1,0.0,33.32,0,1
75633,0,4,0.0,4539.29,0,7
75634,0,1,0.0,1500.0,0,3
75635,0,1,0.0,2550.0,0,3
351908,1,0,2550.0,0.0,3,0
75636,0,1,0.0,20230.0,0,2
75637,0,1,0.0,55.8,0,1
75638,0,1,0.0,8713.5,0,3
75639,0,1,0.0,800.0,0,4
75640,0,2,0.0,9701.809999999998,0,3
75641,0,1,0.0,119.0,0,1
75642,0,1,0.0,2500.0,0,1
75643,0,1,0.0,7199.08,0,1
75644,0,1,0.0,60.09,0,1
75645,0,1,0.0,2172.38,0,2
75646,0,1,0.0,200.0,0,1
75647,0,1,0.0,573.0,0,1
75648,0,1,0.0,47.6,0,1
75649,0,1,0.0,3919.67,0,1
75650,0,1,0.0,21500.0,0,1
384176,1,0,21500.0,0.0,1,0
75651,0,1,0.0,1432.0,0,2
75652,0,1,0.0,861930.0,0,4
75653,0,1,0.0,3116.74,0,3
75654,0,1,0.0,7382.97,0,3
75655,0,1,0.0,524.34,0,1
75656,0,1,0.0,142.66,0,2
75657,0,1,0.0,3234.0,0,1
346269,1,1,3234.0,1576.0,1,1
75658,0,1,0.0,16652.66,0,1
75659,0,1,0.0,1106.0,0,3
75660,0,1,0.0,100.0,0,2
75661,0,1,0.0,47022.0,0,1
75662,0,1,0.0,700.0,0,2
75663,0,1,0.0,221.0,0,1
75664,0,1,0.0,357.0,0,3
75665,0,1,0.0,75.41,0,1
75666,0,1,0.0,2144.17,0,2
75667,0,1,0.0,283.0,0,1
75668,0,1,0.0,396900.0,0,3
363574,4,5,527916.27,895261.9500000001,6,6
75669,0,3,0.0,1338.0,0,3
75670,0,1,0.0,2129.16,0,2
75671,0,1,0.0,28456.0,0,3
75672,0,1,0.0,2768.09,0,4
75673,0,1,0.0,444.38,0,3
75674,0,1,0.0,4663.0,0,1
75675,0,2,0.0,43968.75,0,5
75676,0,1,0.0,494.77,0,1
75677,0,1,0.0,2000.0,0,1
75678,0,1,0.0,642.0,0,3
75679,0,1,0.0,1030.0,0,1
75680,0,4,0.0,23195.95,0,8
373875,1,1,1071.0,1032.09,1,1
75681,0,1,0.0,1019.58,0,2
75682,0,1,0.0,595.0,0,3
75683,0,1,0.0,649.0,0,2
75684,0,1,0.0,169.0,0,1
75685,0,1,0.0,1200.0,0,3
75686,0,1,0.0,316.33,0,3
75687,0,1,0.0,714.0,0,2
75688,0,3,0.0,13861.0,0,7
372281,4,3,33731.0,28994.12,8,44
75689,0,1,0.0,5.19,0,1
75690,0,1,0.0,1613.64,0,1
379021,3,1,9111.33,1785.0,4,1
75691,0,1,0.0,1933.0,0,2
75692,0,1,0.0,4.76,0,1
75693,0,1,0.0,200.0,0,1
75694,0,1,0.0,49.0,0,1
75695,0,1,0.0,354.58,0,1
75696,0,1,0.0,5400.0,0,3
75697,0,1,0.0,240.93,0,1
75698,0,1,0.0,238.49,0,1
75699,0,1,0.0,53.67,0,3
75700,0,2,0.0,257.29,0,3
349437,5,10,8715.44,7919.03,15,25
75701,0,1,0.0,58.35,0,1
75702,0,2,0.0,108225.96,0,5
75703,0,1,0.0,2850.0,0,3
75704,0,1,0.0,550.0,0,1
75705,0,1,0.0,2711.25,0,1
75706,0,2,0.0,22008.75,0,4
75707,0,1,0.0,1320.0,0,3
75708,0,1,0.0,144344.27,0,2
75709,0,1,0.0,309.76,0,2
75710,0,1,0.0,1017.0,0,3
75711,0,4,0.0,7629.5,0,4
75712,0,1,0.0,236.64,0,1
75713,0,3,0.0,33272.15,0,3
75714,0,1,0.0,5260.0,0,1
75715,0,1,0.0,5721.2,0,2
75716,0,1,0.0,60.0,0,2
75717,0,1,0.0,1500.0,0,2
75718,0,1,0.0,260.0,0,1
75719,0,1,0.0,500.0,0,1
75720,0,1,0.0,48.080000000000005,0,2
75721,0,1,0.0,216.0,0,1
75722,0,1,0.0,15883.0,0,2
75723,0,1,0.0,2188.06,0,2
75724,0,1,0.0,4.13,0,2
75725,0,1,0.0,1704.0,0,3
75726,0,2,0.0,1850200.0,0,3
357973,1,0,1500200.0,0.0,1,0
358025,1,0,350000.0,0.0,2,0
75727,0,1,0.0,92.0,0,1
75728,0,9,0.0,9982.0,0,21
75729,0,1,0.0,501.0,0,2
75730,0,1,0.0,259.27,0,3
75731,0,1,0.0,115194.38,0,1
75732,0,6,0.0,14583.0,0,14
75733,0,1,0.0,35.0,0,1
75734,0,1,0.0,2829.0,0,3
75735,0,1,0.0,7140.0,0,1
75736,0,1,0.0,997.63,0,3
75737,0,1,0.0,180.0,0,1
75738,0,1,0.0,59354.65,0,4
365479,2,0,69029.05,0.0,5,0
75739,0,1,0.0,735.64,0,2
75740,0,1,0.0,90.0,0,1
75741,0,12,0.0,51405.86,0,36
75742,0,1,0.0,698.68,0,1
75743,0,1,0.0,2175.89,0,2
75744,0,1,0.0,11516.7,0,2
75745,0,1,0.0,270.24,0,1
75746,0,1,0.0,180.49,0,1
75747,0,1,0.0,772.9300000000001,0,2
75748,0,3,0.0,48704.63,0,3
365775,1,3,2400.0,8805.0,1,8
75749,0,1,0.0,5400.0,0,2
75750,0,1,0.0,24899.74,0,1
364538,3,1,64731.14000000001,55266.4,9,3
75751,0,4,0.0,2987.0,0,7
75752,0,1,0.0,3000.0,0,3
75753,0,1,0.0,3136.71,0,1
75754,0,1,0.0,37443.59,0,1
75755,0,1,0.0,150.0,0,1
357264,2,3,254.0,5900.0,2,4
75756,0,1,0.0,193958.0,0,1
384994,1,0,193958.0,0.0,1,0
75757,0,2,0.0,818.0,0,3
75758,0,1,0.0,590.0,0,2
75759,0,1,0.0,179.79,0,1
75760,0,1,0.0,869.49,0,1
75761,0,1,0.0,4000.0,0,1
75762,0,1,0.0,250.0,0,1
75763,0,1,0.0,500.0,0,1
75764,0,1,0.0,212.0,0,1
380636,2,1,5212.0,1122.73,2,4
75765,0,2,0.0,5296.329999999999,0,13
75766,0,1,0.0,2017.42,0,1
75767,0,1,0.0,1074.0,0,2
75768,0,3,0.0,24519.370000000003,0,4
75769,0,1,0.0,35.0,0,1
75770,0,1,0.0,970.0,0,1
75771,0,1,0.0,26759.88,0,2
75772,0,1,0.0,1311.0,0,3
75773,0,1,0.0,2450.0,0,1
75774,0,1,0.0,3000.0,0,2
350761,1,0,3000.0,0.0,2,0
75775,0,1,0.0,747.07,0,1
75776,0,1,0.0,1354.6,0,3
75777,0,1,0.0,1004.87,0,1
75778,0,1,0.0,334.54,0,2
75779,0,1,0.0,5714.0,0,2
75780,0,1,0.0,34.72,0,1
75781,0,1,0.0,503.49,0,3
75782,0,1,0.0,111.67,0,2
75783,0,1,0.0,3588.88,0,1
75784,0,2,0.0,2125.0,0,12
75785,0,1,0.0,332.02,0,2
75786,0,1,0.0,300.0,0,3
75787,0,1,0.0,1060.0,0,2
75788,0,1,0.0,200.0,0,1
75789,0,1,0.0,370.0,0,1
75790,0,1,0.0,122.0,0,2
75791,0,1,0.0,11396.0,0,1
75792,0,1,0.0,1019.0,0,4
75793,0,1,0.0,29.49,0,1
75794,0,1,0.0,594.49,0,2
75795,0,1,0.0,92017.94000000002,0,8
368334,5,18,184472.81,174412.28,17,27
75796,0,1,0.0,827.79,0,3
75797,0,1,0.0,44.0,0,1
75798,0,1,0.0,40.77,0,1
75799,0,1,0.0,1459.93,0,1
75800,0,8,0.0,11894.0,0,14
364128,2,0,5689.0,0.0,4,0
75801,0,1,0.0,2100.0,0,3
75802,0,2,0.0,19609.29,0,6
75803,0,1,0.0,250.0,0,1
75804,0,1,0.0,1729.0,0,3
372793,1,0,1729.0,0.0,3,0
75805,0,1,0.0,449.0,0,1
75806,0,1,0.0,203200.0,0,2
75807,0,1,0.0,657.6500000000001,0,2
75808,0,1,0.0,1518.34,0,1
75809,0,1,0.0,156.0,0,2
75810,0,1,0.0,1327.0,0,6
75811,0,2,0.0,3390.86,0,4
372867,1,4,100.0,1651.0,1,6
75812,0,1,0.0,3226.59,0,3
75813,0,1,0.0,725.0,0,2
75814,0,1,0.0,1230.0,0,5
75815,0,1,0.0,4912.0,0,8
75816,0,1,0.0,65654.58,0,106
75817,0,1,0.0,4234.34,0,3
75818,0,1,0.0,18497.0,0,1
75819,0,1,0.0,266.39,0,1
75820,0,1,0.0,11.0,0,1
75821,0,1,0.0,595.0,0,1
378929,9,3,75925.72,1329.45,33,4
75822,0,4,0.0,2190.0,0,7
75823,0,1,0.0,0.5,0,1
75824,0,2,0.0,17015.690000000002,0,3
75825,0,1,0.0,1441.0,0,3
75826,0,1,0.0,50.0,0,1
75827,0,1,0.0,1388.8000000000002,0,3
75828,0,1,0.0,2887.9,0,1
75829,0,1,0.0,55000.0,0,2
376984,1,0,55000.0,0.0,2,0
75830,0,1,0.0,1345.0,0,6
75831,0,1,0.0,203.09,0,1
75832,0,3,0.0,66386.8,0,4
75833,0,1,0.0,450.0,0,1
75834,0,2,0.0,800.0,0,3
75835,0,3,0.0,2511.0,0,8
75836,0,1,0.0,520.96,0,1
75837,0,1,0.0,4049.04,0,1
75838,0,1,0.0,1629.95,0,1
75839,0,1,0.0,1166.0,0,1
75840,0,1,0.0,891.3699999999999,0,2
75841,0,1,0.0,1350.0,0,1
75842,0,1,0.0,1773.4,0,1
75843,0,1,0.0,794.0,0,3
75844,0,1,0.0,235.46,0,1
75845,0,1,0.0,725.83,0,2
75846,0,1,0.0,600.0,0,4
75847,0,2,0.0,2158.59,0,3
75848,0,1,0.0,256.33,0,1
75849,0,1,0.0,250.0,0,4
75850,0,1,0.0,1400.0,0,1
75851,0,1,0.0,27.98,0,1
75852,0,1,0.0,290.0,0,1
75853,0,1,0.0,977.24,0,2
75854,0,1,0.0,3500.0,0,1
361275,2,2,5500.0,1680.0,2,2
75855,0,1,0.0,2566.0,0,3
75856,0,1,0.0,26598.16,0,1
75857,0,1,0.0,57.6,0,3
75858,0,2,0.0,2845.0,0,2
75859,0,1,0.0,800.0,0,2
75860,0,1,0.0,1253.86,0,1
75861,0,1,0.0,400.0,0,4
75862,0,1,0.0,3150.0,0,6
75863,0,1,0.0,5922.98,0,2
75864,0,1,0.0,900.0,0,3
376146,1,0,900.0,0.0,3,0
75865,0,2,0.0,4996.01,0,4
75866,0,1,0.0,3553.85,0,1
75867,0,1,0.0,404.61,0,1
75868,0,1,0.0,949.16,0,1
75869,0,1,0.0,6233.19,0,3
75870,0,1,0.0,3905.0,0,1
75871,0,1,0.0,193.83,0,1
75872,0,1,0.0,341.5,0,3
75873,0,1,0.0,452.83,0,1
75874,0,1,0.0,262.41,0,1
75875,0,1,0.0,719.0,0,3
75876,0,1,0.0,331.43,0,2
75877,0,1,0.0,34.9,0,1
373520,2,1,284.8,1098.93,2,1
75878,0,1,0.0,1508.0,0,2
75879,0,1,0.0,2485.5,0,3
75880,0,1,0.0,1276.0,0,1
75881,0,1,0.0,3607.15,0,1
75882,0,1,0.0,358750.0,0,10
75883,0,1,0.0,353020.7,0,1
352698,1,1,353020.7,198476.29,1,1
75884,0,1,0.0,2243040.0,0,5
367323,6,47,3021067.21,2300518.1500000004,15,102
75885,0,1,0.0,100.98,0,2
75886,0,1,0.0,392.0,0,1
75887,0,1,0.0,4091.26,0,1
75888,0,1,0.0,2015.0,0,3
75889,0,1,0.0,130.0,0,2
75890,0,1,0.0,828.4,0,4
75891,0,2,0.0,1555.74,0,2
75892,0,1,0.0,57.0,0,1
75893,0,1,0.0,300.0,0,1
354614,5,2,2750.0,1000.0,8,3
75894,0,1,0.0,732.46,0,3
75895,0,1,0.0,600.0,0,2
75896,0,1,0.0,200.0,0,1
75897,0,1,0.0,26671.28,0,1
75898,0,1,0.0,872.0,0,2
75899,0,1,0.0,28.22,0,1
75900,0,1,0.0,346.61,0,3
75901,0,1,0.0,882.98,0,2
75902,0,1,0.0,2.4,0,1
75903,0,1,0.0,3300.0,0,1
75904,0,1,0.0,5657.3,0,1
75905,0,1,0.0,1236.0,0,2
75906,0,1,0.0,3100.0,0,3
75907,0,1,0.0,97.0,0,1
75908,0,1,0.0,1035.0,0,3
75909,0,1,0.0,334.02,0,1
75910,0,1,0.0,1357.7,0,1
75911,0,1,0.0,16.12,0,1
75912,0,3,0.0,3500.0,0,4
75913,0,1,0.0,33.33,0,1
75914,0,1,0.0,8400.0,0,3
75915,0,1,0.0,96794.0,0,1
369845,2,1,111299.9,725.0,2,1
75916,0,1,0.0,400.0,0,1
75917,0,1,0.0,14.98,0,1
75918,0,1,0.0,10061.0,0,3
75919,0,1,0.0,1000.0,0,1
75920,0,1,0.0,788.0,0,4
75921,0,1,0.0,935.88,0,1
75922,0,1,0.0,62.0,0,3
75923,0,1,0.0,391528.84,0,3
75924,0,1,0.0,983.99,0,3
75925,0,2,0.0,4419.63,0,4
75926,0,1,0.0,209.5,0,1
75927,0,2,0.0,4134.0,0,2
75928,0,1,0.0,45.44,0,1
75929,0,2,0.0,722.0,0,2
75930,0,1,0.0,2376.46,0,1
75931,0,1,0.0,19509.85,0,3
75932,0,1,0.0,790.0,0,11
75933,0,1,0.0,2135.71,0,1
75934,0,1,0.0,392.0,0,1
75935,0,1,0.0,2100.0,0,3
75936,0,1,0.0,453.0,0,1
75937,0,1,0.0,199.0,0,1
75938,0,1,0.0,9663.8,0,1
382591,4,4,210294.15000000002,69094.49,11,10
75939,0,2,0.0,4312.1,0,2
75940,0,1,0.0,4926.7,0,3
75941,0,1,0.0,440.32,0,2
75942,0,1,0.0,674.98,0,2
75943,0,1,0.0,743.75,0,1
75944,0,1,0.0,1777.0,0,4
75945,0,1,0.0,5126.25,0,1
75946,0,1,0.0,1592.0,0,1
75947,0,1,0.0,17900.0,0,1
377334,1,0,17900.0,0.0,1,0
75948,0,1,0.0,538.35,0,1
75949,0,1,0.0,330.23,0,1
75950,0,1,0.0,16482.0,0,3
75951,0,1,0.0,375.59,0,1
75952,0,1,0.0,3756.5,0,2
75953,0,1,0.0,7274.15,0,4
75954,0,1,0.0,1247.0,0,1
75955,0,1,0.0,3091.0,0,1
75956,0,1,0.0,2450.0,0,1
75957,0,1,0.0,21000.0,0,1
75958,0,1,0.0,424.82,0,1
75959,0,1,0.0,1344.0,0,3
75960,0,1,0.0,10000.0,0,1
363644,1,0,10000.0,0.0,1,0
75961,0,1,0.0,1255.5,0,1
75962,0,1,0.0,1362.0,0,3
75963,0,1,0.0,339.97,0,1
75964,0,1,0.0,690.0,0,1
75965,0,1,0.0,474.0,0,2
75966,0,1,0.0,264.52,0,1
75967,0,1,0.0,1576.0,0,2
75968,0,1,0.0,747.98,0,2
75969,0,1,0.0,800.0,0,2
75970,0,1,0.0,88.0,0,3
75971,0,1,0.0,447.96,0,1
75972,0,1,0.0,174.93,0,1
75973,0,1,0.0,291.0,0,3
75974,0,1,0.0,129.0,0,2
75975,0,1,0.0,3157.0,0,5
354495,6,1,4308.0,120.0,11,1
75976,0,1,0.0,40.0,0,1
75977,0,1,0.0,245.0,0,1
75978,0,1,0.0,9677.95,0,2
75979,0,2,0.0,485.21,0,2
75980,0,1,0.0,216.19,0,3
75981,0,7,0.0,8652.99,0,24
362829,3,8,4220.96,6679.26,9,14
352869,1,0,1111.32,0.0,6,0
364414,1,0,34.5,0.0,1,0
363075,1,3,2984.94,4278.85,8,8
75982,0,1,0.0,573.0,0,1
75983,0,1,0.0,5997.71,0,2
75984,0,1,0.0,1200.0,0,1
357997,5,0,4960.25,0.0,6,0
75985,0,1,0.0,800.0,0,2
75986,0,1,0.0,2683.0,0,1
75987,0,2,0.0,48000.0,0,2
383900,2,0,48000.0,0.0,2,0
368917,1,4,20000.0,85813.93000000001,1,5
75988,0,1,0.0,120.0,0,1
75989,0,1,0.0,200.0,0,1
371781,2,0,1000.0,0.0,2,0
75990,0,1,0.0,323.76,0,1
75991,0,1,0.0,400.0,0,1
75992,0,1,0.0,1620.0,0,4
75993,0,1,0.0,11601.12,0,1
75994,0,1,0.0,106.0,0,1
75995,0,1,0.0,1150.0,0,1
382959,2,1,5090.0,9165.36,3,3
75996,0,1,0.0,732.42,0,1
75997,0,1,0.0,2902.0,0,3
75998,0,2,0.0,6328.5,0,5
